,PRCP,SNWD,TAVG,TMAX,TMIN,century,date,month,month_no,year
15657,3.5,,9.5,10.5,4.6,19,1923-11-15,1923-11-01,11,1923-01-01
15658,0.0,,9.1,11.2,7.9,19,1923-11-16,1923-11-01,11,1923-01-01
15659,2.1,,7.6,10.8,5.5,19,1923-11-17,1923-11-01,11,1923-01-01
15660,4.1,,8.7,10.0,5.0,19,1923-11-18,1923-11-01,11,1923-01-01
15661,2.6,,11.4,12.5,9.1,19,1923-11-19,1923-11-01,11,1923-01-01
15662,5.6,,8.5,12.5,4.9,19,1923-11-20,1923-11-01,11,1923-01-01
15663,1.4,,5.9,10.4,1.6,19,1923-11-21,1923-11-01,11,1923-01-01
15664,1.8,,4.4,7.2,0.6,19,1923-11-22,1923-11-01,11,1923-01-01
15665,8.2,,12.5,15.3,7.0,19,1923-11-23,1923-11-01,11,1923-01-01
15666,1.3,,2.1,12.4,-0.2,19,1923-11-24,1923-11-01,11,1923-01-01
15667,7.5,,-0.9,0.5,-2.4,19,1923-11-25,1923-11-01,11,1923-01-01
15668,0.0,,-3.1,-0.8,-6.6,19,1923-11-26,1923-11-01,11,1923-01-01
15669,7.8,,-0.1,1.2,-1.5,19,1923-11-27,1923-11-01,11,1923-01-01
15670,0.0,,-1.2,1.6,-3.3,19,1923-11-28,1923-11-01,11,1923-01-01
15671,2.9,,-2.7,-2.1,-4.4,19,1923-11-29,1923-11-01,11,1923-01-01
15672,8.2,,1.9,6.0,-2.2,19,1923-11-30,1923-11-01,11,1923-01-01
15673,0.0,,1.8,4.3,-0.7,19,1923-12-01,1923-12-01,12,1923-01-01
15674,0.0,,0.0,2.0,-1.0,19,1923-12-02,1923-12-01,12,1923-01-01
15675,0.0,,-0.9,-0.2,-1.6,19,1923-12-03,1923-12-01,12,1923-01-01
15676,3.0,,-1.9,-0.2,-3.3,19,1923-12-04,1923-12-01,12,1923-01-01
15677,0.0,,1.7,3.0,-0.3,19,1923-12-05,1923-12-01,12,1923-01-01
15678,1.1,,0.4,0.7,-0.3,19,1923-12-06,1923-12-01,12,1923-01-01
15679,0.0,,4.1,5.3,0.7,19,1923-12-07,1923-12-01,12,1923-01-01
15680,0.0,,4.5,5.2,4.1,19,1923-12-08,1923-12-01,12,1923-01-01
15681,0.7,,1.3,4.3,0.8,19,1923-12-09,1923-12-01,12,1923-01-01
15682,0.2,,0.0,1.4,-0.6,19,1923-12-10,1923-12-01,12,1923-01-01
15683,0.6,,-0.4,0.2,-1.1,19,1923-12-11,1923-12-01,12,1923-01-01
15684,0.0,,-1.9,-0.8,-2.3,19,1923-12-12,1923-12-01,12,1923-01-01
15685,0.0,,-0.8,-0.3,-1.8,19,1923-12-13,1923-12-01,12,1923-01-01
15686,0.0,,-0.5,0.0,-1.1,19,1923-12-14,1923-12-01,12,1923-01-01
15687,0.9,,-0.2,0.4,-1.1,19,1923-12-15,1923-12-01,12,1923-01-01
15688,1.4,,0.8,0.9,0.4,19,1923-12-16,1923-12-01,12,1923-01-01
15689,1.4,,-0.3,0.8,-1.5,19,1923-12-17,1923-12-01,12,1923-01-01
15690,3.7,,-0.3,0.6,-0.8,19,1923-12-18,1923-12-01,12,1923-01-01
15691,0.6,,1.3,1.8,-0.5,19,1923-12-19,1923-12-01,12,1923-01-01
15692,0.0,,0.1,1.0,-0.4,19,1923-12-20,1923-12-01,12,1923-01-01
15693,18.5,,-2.4,-0.2,-3.6,19,1923-12-21,1923-12-01,12,1923-01-01
15694,1.4,,-5.8,-3.2,-7.1,19,1923-12-22,1923-12-01,12,1923-01-01
15695,0.0,,-10.4,-6.4,-12.2,19,1923-12-23,1923-12-01,12,1923-01-01
15696,0.0,,-12.1,-8.8,-16.9,19,1923-12-24,1923-12-01,12,1923-01-01
15697,0.5,,-13.8,-10.2,-19.3,19,1923-12-25,1923-12-01,12,1923-01-01
15698,0.3,,-14.7,-10.8,-17.9,19,1923-12-26,1923-12-01,12,1923-01-01
15699,8.8,,-13.9,-11.1,-19.1,19,1923-12-27,1923-12-01,12,1923-01-01
15700,0.2,,-10.0,-6.5,-14.4,19,1923-12-28,1923-12-01,12,1923-01-01
15701,9.1,,-8.5,-6.7,-13.3,19,1923-12-29,1923-12-01,12,1923-01-01
15702,0.0,,-9.2,-7.0,-11.6,19,1923-12-30,1923-12-01,12,1923-01-01
15703,6.6,,-13.3,-10.6,-16.7,19,1923-12-31,1923-12-01,12,1923-01-01
15704,1.0,,-10.5,-6.7,-13.4,19,1924-01-01,1924-01-01,1,1924-01-01
15705,2.6,,-10.6,-7.1,-17.1,19,1924-01-02,1924-01-01,1,1924-01-01
15706,0.5,,-15.9,-11.2,-18.6,19,1924-01-03,1924-01-01,1,1924-01-01
15707,3.3,,-12.5,-10.3,-16.5,19,1924-01-04,1924-01-01,1,1924-01-01
15708,4.5,,-9.0,-7.6,-12.7,19,1924-01-05,1924-01-01,1,1924-01-01
15709,0.6,,-13.1,-9.2,-15.1,19,1924-01-06,1924-01-01,1,1924-01-01
15710,0.0,,-18.9,-12.2,-20.6,19,1924-01-07,1924-01-01,1,1924-01-01
15711,0.2,,-18.9,-15.8,-22.2,19,1924-01-08,1924-01-01,1,1924-01-01
15712,0.0,,-10.3,-6.9,-19.2,19,1924-01-09,1924-01-01,1,1924-01-01
15713,0.0,,-6.3,-5.0,-9.3,19,1924-01-10,1924-01-01,1,1924-01-01
15714,0.0,,-8.6,-6.4,-10.6,19,1924-01-11,1924-01-01,1,1924-01-01
15715,0.8,,-14.9,-10.1,-15.7,19,1924-01-12,1924-01-01,1,1924-01-01
15716,0.0,,-16.9,-13.3,-18.8,19,1924-01-13,1924-01-01,1,1924-01-01
15717,0.0,,-16.8,-12.1,-20.6,19,1924-01-14,1924-01-01,1,1924-01-01
15718,0.0,,-13.4,-10.4,-21.1,19,1924-01-15,1924-01-01,1,1924-01-01
15719,0.0,,-12.1,-9.4,-16.8,19,1924-01-16,1924-01-01,1,1924-01-01
15720,0.0,,-6.3,-4.8,-9.4,19,1924-01-17,1924-01-01,1,1924-01-01
15721,0.0,,-4.0,-3.1,-5.5,19,1924-01-18,1924-01-01,1,1924-01-01
15722,0.8,,-5.1,-3.4,-8.0,19,1924-01-19,1924-01-01,1,1924-01-01
15723,2.2,,-5.0,-3.4,-6.2,19,1924-01-20,1924-01-01,1,1924-01-01
15724,2.4,,-0.3,0.9,-4.2,19,1924-01-21,1924-01-01,1,1924-01-01
15725,0.8,,-6.7,0.7,-14.7,19,1924-01-22,1924-01-01,1,1924-01-01
15726,0.0,,-18.5,-14.5,-21.9,19,1924-01-23,1924-01-01,1,1924-01-01
15727,1.2,,-20.3,-18.8,-24.3,19,1924-01-24,1924-01-01,1,1924-01-01
15728,1.4,,-15.3,-12.1,-19.4,19,1924-01-25,1924-01-01,1,1924-01-01
15729,1.9,,-14.0,-9.7,-16.8,19,1924-01-26,1924-01-01,1,1924-01-01
15730,0.7,,-15.7,-14.6,-17.7,19,1924-01-27,1924-01-01,1,1924-01-01
15731,1.1,,-11.7,-9.9,-14.7,19,1924-01-28,1924-01-01,1,1924-01-01
15732,0.1,,-11.5,-9.4,-14.0,19,1924-01-29,1924-01-01,1,1924-01-01
15733,0.0,,-12.3,-9.8,-15.5,19,1924-01-30,1924-01-01,1,1924-01-01
15734,0.0,,-8.1,-6.0,-16.1,19,1924-01-31,1924-01-01,1,1924-01-01
15735,0.0,,-1.9,-0.7,-6.2,19,1924-02-01,1924-02-01,2,1924-01-01
15736,2.6,,-0.2,1.3,-2.0,19,1924-02-02,1924-02-01,2,1924-01-01
15737,1.0,,-2.1,-0.1,-4.5,19,1924-02-03,1924-02-01,2,1924-01-01
15738,1.5,,-3.7,-1.0,-6.0,19,1924-02-04,1924-02-01,2,1924-01-01
15739,4.0,,-3.7,0.3,-6.6,19,1924-02-05,1924-02-01,2,1924-01-01
15740,1.4,,0.2,2.2,-4.3,19,1924-02-06,1924-02-01,2,1924-01-01
15741,0.1,,-6.6,-1.3,-10.7,19,1924-02-07,1924-02-01,2,1924-01-01
15742,1.5,,-8.8,-6.8,-11.4,19,1924-02-08,1924-02-01,2,1924-01-01
15743,0.0,,-8.9,-6.3,-10.7,19,1924-02-09,1924-02-01,2,1924-01-01
15744,0.2,,-11.7,-9.1,-13.7,19,1924-02-10,1924-02-01,2,1924-01-01
15745,10.0,,-14.6,-12.6,-17.3,19,1924-02-11,1924-02-01,2,1924-01-01
15746,11.4,,-4.5,0.5,-13.1,19,1924-02-12,1924-02-01,2,1924-01-01
15747,6.2,,1.0,1.4,0.2,19,1924-02-13,1924-02-01,2,1924-01-01
15748,0.0,,-5.6,0.4,-8.0,19,1924-02-14,1924-02-01,2,1924-01-01
15749,1.3,,-8.8,-6.7,-10.7,19,1924-02-15,1924-02-01,2,1924-01-01
15750,0.5,,-11.3,-8.0,-12.1,19,1924-02-16,1924-02-01,2,1924-01-01
15751,0.3,,-10.8,-9.4,-12.1,19,1924-02-17,1924-02-01,2,1924-01-01
15752,0.6,,-11.2,-9.8,-12.1,19,1924-02-18,1924-02-01,2,1924-01-01
15753,0.0,,-14.1,-11.1,-16.3,19,1924-02-19,1924-02-01,2,1924-01-01
15754,0.0,,-15.4,-8.8,-19.8,19,1924-02-20,1924-02-01,2,1924-01-01
15755,0.0,,-11.4,-6.8,-17.9,19,1924-02-21,1924-02-01,2,1924-01-01
15756,0.0,,-7.6,-5.0,-11.5,19,1924-02-22,1924-02-01,2,1924-01-01
15757,3.8,,-2.3,1.4,-6.4,19,1924-02-23,1924-02-01,2,1924-01-01
15758,3.5,,-2.6,-0.7,-3.6,19,1924-02-24,1924-02-01,2,1924-01-01
15759,0.0,,-7.1,-3.5,-8.7,19,1924-02-25,1924-02-01,2,1924-01-01
15760,0.4,,-9.5,-6.9,-10.6,19,1924-02-26,1924-02-01,2,1924-01-01
15761,0.0,,-13.2,-10.0,-15.4,19,1924-02-27,1924-02-01,2,1924-01-01
15762,8.8,,-12.5,-8.4,-19.4,19,1924-02-28,1924-02-01,2,1924-01-01
15763,8.2,,-3.8,0.3,-8.4,19,1924-02-29,1924-02-01,2,1924-01-01
15764,0.0,,-8.1,0.4,-10.0,19,1924-03-01,1924-03-01,3,1924-01-01
15765,0.8,,-2.6,2.8,-11.3,19,1924-03-02,1924-03-01,3,1924-01-01
15766,0.0,,-0.4,4.1,-5.4,19,1924-03-03,1924-03-01,3,1924-01-01
15767,0.0,,-2.1,2.0,-6.0,19,1924-03-04,1924-03-01,3,1924-01-01
15768,0.0,,-5.4,-4.2,-7.2,19,1924-03-05,1924-03-01,3,1924-01-01
15769,0.0,,-7.5,-3.2,-10.6,19,1924-03-06,1924-03-01,3,1924-01-01
15770,0.1,,-7.2,-4.8,-11.4,19,1924-03-07,1924-03-01,3,1924-01-01
15771,0.0,,-9.1,-5.5,-11.3,19,1924-03-08,1924-03-01,3,1924-01-01
15772,0.3,,-6.3,-3.8,-9.2,19,1924-03-09,1924-03-01,3,1924-01-01
15773,0.9,,-6.3,-5.1,-6.9,19,1924-03-10,1924-03-01,3,1924-01-01
15774,0.0,,-6.2,-2.8,-9.9,19,1924-03-11,1924-03-01,3,1924-01-01
15775,7.8,,-6.9,-5.6,-8.1,19,1924-03-12,1924-03-01,3,1924-01-01
15776,3.7,,-7.6,-6.1,-8.2,19,1924-03-13,1924-03-01,3,1924-01-01
15777,6.2,,-6.1,-4.4,-8.1,19,1924-03-14,1924-03-01,3,1924-01-01
15778,2.3,,-5.5,-3.8,-6.9,19,1924-03-15,1924-03-01,3,1924-01-01
15779,0.0,,-5.8,-3.1,-7.4,19,1924-03-16,1924-03-01,3,1924-01-01
15780,3.2,,-3.4,-0.8,-7.6,19,1924-03-17,1924-03-01,3,1924-01-01
15781,0.0,,-3.6,1.5,-6.9,19,1924-03-18,1924-03-01,3,1924-01-01
15782,0.0,,-6.7,-1.2,-10.9,19,1924-03-19,1924-03-01,3,1924-01-01
15783,0.0,,-9.1,-2.0,-16.7,19,1924-03-20,1924-03-01,3,1924-01-01
15784,0.0,,-3.6,0.6,-8.1,19,1924-03-21,1924-03-01,3,1924-01-01
15785,0.8,,-6.1,-0.5,-14.4,19,1924-03-22,1924-03-01,3,1924-01-01
15786,0.8,,1.9,4.4,-3.3,19,1924-03-23,1924-03-01,3,1924-01-01
15787,0.0,,2.0,4.4,0.8,19,1924-03-24,1924-03-01,3,1924-01-01
15788,1.0,,1.1,2.5,0.5,19,1924-03-25,1924-03-01,3,1924-01-01
15789,0.2,,1.8,3.7,0.3,19,1924-03-26,1924-03-01,3,1924-01-01
15790,5.7,,2.3,3.2,0.9,19,1924-03-27,1924-03-01,3,1924-01-01
15791,9.2,,2.5,5.4,1.1,19,1924-03-28,1924-03-01,3,1924-01-01
15792,7.7,,2.0,4.5,1.1,19,1924-03-29,1924-03-01,3,1924-01-01
15793,0.1,,3.6,6.2,1.3,19,1924-03-30,1924-03-01,3,1924-01-01
15794,0.0,,2.5,4.5,1.7,19,1924-03-31,1924-03-01,3,1924-01-01
15795,0.0,,3.0,6.6,-0.3,19,1924-04-01,1924-04-01,4,1924-01-01
15796,11.2,,1.2,3.4,0.2,19,1924-04-02,1924-04-01,4,1924-01-01
15797,2.8,,0.6,1.6,-0.4,19,1924-04-03,1924-04-01,4,1924-01-01
15798,0.0,,1.4,4.2,-0.1,19,1924-04-04,1924-04-01,4,1924-01-01
15799,0.0,,3.0,6.7,-0.8,19,1924-04-05,1924-04-01,4,1924-01-01
15800,0.0,,2.9,5.9,-0.6,19,1924-04-06,1924-04-01,4,1924-01-01
15801,0.0,,5.6,9.4,2.2,19,1924-04-07,1924-04-01,4,1924-01-01
15802,0.0,,7.5,12.9,3.4,19,1924-04-08,1924-04-01,4,1924-01-01
15803,6.0,,5.8,9.0,2.7,19,1924-04-09,1924-04-01,4,1924-01-01
15804,26.7,,6.3,8.9,5.1,19,1924-04-10,1924-04-01,4,1924-01-01
15805,0.6,,5.7,10.2,3.5,19,1924-04-11,1924-04-01,4,1924-01-01
15806,40.8,,7.5,12.8,2.4,19,1924-04-12,1924-04-01,4,1924-01-01
15807,6.6,,2.7,7.1,0.5,19,1924-04-13,1924-04-01,4,1924-01-01
15808,4.0,,4.0,7.7,-0.7,19,1924-04-14,1924-04-01,4,1924-01-01
15809,0.0,,5.7,9.0,3.2,19,1924-04-15,1924-04-01,4,1924-01-01
15810,0.0,,7.0,11.7,2.2,19,1924-04-16,1924-04-01,4,1924-01-01
15811,0.3,,6.4,9.3,3.3,19,1924-04-17,1924-04-01,4,1924-01-01
15812,0.0,,10.8,15.8,5.3,19,1924-04-18,1924-04-01,4,1924-01-01
15813,0.0,,12.8,18.3,6.7,19,1924-04-19,1924-04-01,4,1924-01-01
15814,1.8,,10.7,17.2,6.4,19,1924-04-20,1924-04-01,4,1924-01-01
15815,6.1,,10.0,13.2,7.4,19,1924-04-21,1924-04-01,4,1924-01-01
15816,0.7,,6.9,9.7,5.8,19,1924-04-22,1924-04-01,4,1924-01-01
15817,1.4,,3.6,7.5,0.6,19,1924-04-23,1924-04-01,4,1924-01-01
15818,0.0,,3.1,4.4,1.2,19,1924-04-24,1924-04-01,4,1924-01-01
15819,0.0,,4.0,7.6,1.3,19,1924-04-25,1924-04-01,4,1924-01-01
15820,0.0,,4.6,8.4,-0.1,19,1924-04-26,1924-04-01,4,1924-01-01
15821,7.0,,2.7,6.5,-0.1,19,1924-04-27,1924-04-01,4,1924-01-01
15822,5.0,,3.8,9.1,0.5,19,1924-04-28,1924-04-01,4,1924-01-01
15823,5.9,,7.8,11.5,4.2,19,1924-04-29,1924-04-01,4,1924-01-01
15824,15.5,,9.4,13.3,7.3,19,1924-04-30,1924-04-01,4,1924-01-01
15825,0.0,,9.3,13.1,7.3,19,1924-05-01,1924-05-01,5,1924-01-01
15826,0.0,,9.9,14.0,3.7,19,1924-05-02,1924-05-01,5,1924-01-01
15827,0.0,,9.7,13.5,6.4,19,1924-05-03,1924-05-01,5,1924-01-01
15828,0.0,,11.7,16.7,3.9,19,1924-05-04,1924-05-01,5,1924-01-01
15829,1.8,,11.1,15.5,9.7,19,1924-05-05,1924-05-01,5,1924-01-01
15830,1.8,,13.6,18.8,6.1,19,1924-05-06,1924-05-01,5,1924-01-01
15831,0.0,,13.5,17.3,8.8,19,1924-05-07,1924-05-01,5,1924-01-01
15832,0.0,,17.8,23.0,11.0,19,1924-05-08,1924-05-01,5,1924-01-01
15833,0.0,,19.9,25.9,13.9,19,1924-05-09,1924-05-01,5,1924-01-01
15834,0.0,,21.3,27.3,14.7,19,1924-05-10,1924-05-01,5,1924-01-01
15835,0.0,,22.8,29.5,16.7,19,1924-05-11,1924-05-01,5,1924-01-01
15836,0.2,,22.2,27.9,18.0,19,1924-05-12,1924-05-01,5,1924-01-01
15837,6.3,,21.4,27.0,14.8,19,1924-05-13,1924-05-01,5,1924-01-01
15838,14.1,,20.7,27.9,15.4,19,1924-05-14,1924-05-01,5,1924-01-01
15839,0.0,,18.6,23.2,13.8,19,1924-05-15,1924-05-01,5,1924-01-01
15840,0.0,,20.4,26.2,14.0,19,1924-05-16,1924-05-01,5,1924-01-01
15841,0.1,,21.7,28.3,14.4,19,1924-05-17,1924-05-01,5,1924-01-01
15842,0.0,,14.8,19.8,12.1,19,1924-05-18,1924-05-01,5,1924-01-01
15843,0.0,,13.3,19.0,8.9,19,1924-05-19,1924-05-01,5,1924-01-01
15844,0.4,,17.6,25.6,10.8,19,1924-05-20,1924-05-01,5,1924-01-01
15845,0.0,,12.8,18.3,10.2,19,1924-05-21,1924-05-01,5,1924-01-01
15846,0.0,,12.6,17.3,6.8,19,1924-05-22,1924-05-01,5,1924-01-01
15847,0.0,,15.1,21.2,7.6,19,1924-05-23,1924-05-01,5,1924-01-01
15848,0.0,,19.7,26.5,10.4,19,1924-05-24,1924-05-01,5,1924-01-01
15849,0.0,,22.3,29.0,15.4,19,1924-05-25,1924-05-01,5,1924-01-01
15850,0.0,,22.0,30.0,13.8,19,1924-05-26,1924-05-01,5,1924-01-01
15851,0.0,,24.0,31.2,15.4,19,1924-05-27,1924-05-01,5,1924-01-01
15852,0.0,,26.0,32.3,18.9,19,1924-05-28,1924-05-01,5,1924-01-01
15853,0.0,,25.3,31.6,19.5,19,1924-05-29,1924-05-01,5,1924-01-01
15854,0.0,,25.9,32.2,18.4,19,1924-05-30,1924-05-01,5,1924-01-01
15855,0.0,,26.1,33.1,19.0,19,1924-05-31,1924-05-01,5,1924-01-01
15856,1.8,,21.6,29.0,16.9,19,1924-06-01,1924-06-01,6,1924-01-01
15857,1.3,,19.3,24.2,16.3,19,1924-06-02,1924-06-01,6,1924-01-01
15858,6.7,,21.6,28.4,15.8,19,1924-06-03,1924-06-01,6,1924-01-01
15859,0.0,,15.1,20.8,12.2,19,1924-06-04,1924-06-01,6,1924-01-01
15860,2.5,,16.4,20.9,8.9,19,1924-06-05,1924-06-01,6,1924-01-01
15861,0.0,,20.7,26.5,13.4,19,1924-06-06,1924-06-01,6,1924-01-01
15862,0.0,,19.7,25.6,15.1,19,1924-06-07,1924-06-01,6,1924-01-01
15863,0.0,,19.4,25.3,11.3,19,1924-06-08,1924-06-01,6,1924-01-01
15864,0.4,,23.3,28.6,16.9,19,1924-06-09,1924-06-01,6,1924-01-01
15865,13.1,,23.4,32.1,17.9,19,1924-06-10,1924-06-01,6,1924-01-01
15866,0.0,,22.1,28.5,16.5,19,1924-06-11,1924-06-01,6,1924-01-01
15867,0.0,,19.4,23.2,16.6,19,1924-06-12,1924-06-01,6,1924-01-01
15868,0.0,,23.8,30.6,17.2,19,1924-06-13,1924-06-01,6,1924-01-01
15869,0.0,,25.4,32.6,18.9,19,1924-06-14,1924-06-01,6,1924-01-01
15870,0.0,,24.4,31.7,19.9,19,1924-06-15,1924-06-01,6,1924-01-01
15871,0.0,,25.4,33.0,19.5,19,1924-06-16,1924-06-01,6,1924-01-01
15872,0.0,,26.5,34.8,19.1,19,1924-06-17,1924-06-01,6,1924-01-01
15873,0.0,,27.3,32.7,20.7,19,1924-06-18,1924-06-01,6,1924-01-01
15874,0.0,,21.9,26.2,20.1,19,1924-06-19,1924-06-01,6,1924-01-01
15875,0.0,,23.2,28.9,18.7,19,1924-06-20,1924-06-01,6,1924-01-01
15876,0.0,,24.0,29.4,16.6,19,1924-06-21,1924-06-01,6,1924-01-01
15877,0.0,,25.0,31.2,17.4,19,1924-06-22,1924-06-01,6,1924-01-01
15878,0.0,,25.9,32.4,18.5,19,1924-06-23,1924-06-01,6,1924-01-01
15879,0.0,,26.5,33.2,19.3,19,1924-06-24,1924-06-01,6,1924-01-01
15880,0.0,,21.1,25.9,18.7,19,1924-06-25,1924-06-01,6,1924-01-01
15881,0.0,,17.5,22.7,13.1,19,1924-06-26,1924-06-01,6,1924-01-01
15882,0.0,,16.2,21.8,9.8,19,1924-06-27,1924-06-01,6,1924-01-01
15883,0.0,,22.1,28.6,14.8,19,1924-06-28,1924-06-01,6,1924-01-01
15884,0.0,,19.1,24.4,16.0,19,1924-06-29,1924-06-01,6,1924-01-01
15885,0.0,,19.0,24.8,11.1,19,1924-06-30,1924-06-01,6,1924-01-01
15886,0.0,,23.5,29.7,14.8,19,1924-07-01,1924-07-01,7,1924-01-01
15887,0.0,,22.3,29.0,18.4,19,1924-07-02,1924-07-01,7,1924-01-01
15888,0.0,,21.4,27.4,14.6,19,1924-07-03,1924-07-01,7,1924-01-01
15889,12.9,,23.4,30.0,17.3,19,1924-07-04,1924-07-01,7,1924-01-01
15890,0.0,,26.8,33.7,17.9,19,1924-07-05,1924-07-01,7,1924-01-01
15891,0.5,,25.5,33.9,20.8,19,1924-07-06,1924-07-01,7,1924-01-01
15892,0.0,,21.4,27.5,17.4,19,1924-07-07,1924-07-01,7,1924-01-01
15893,0.0,,19.3,24.0,13.4,19,1924-07-08,1924-07-01,7,1924-01-01
15894,0.0,,17.9,24.2,14.8,19,1924-07-09,1924-07-01,7,1924-01-01
15895,0.0,,18.7,23.9,14.0,19,1924-07-10,1924-07-01,7,1924-01-01
15896,0.6,,16.6,20.1,13.8,19,1924-07-11,1924-07-01,7,1924-01-01
15897,14.5,,13.5,17.2,11.7,19,1924-07-12,1924-07-01,7,1924-01-01
15898,20.2,,13.7,16.2,11.8,19,1924-07-13,1924-07-01,7,1924-01-01
15899,0.0,,16.0,20.9,13.2,19,1924-07-14,1924-07-01,7,1924-01-01
15900,5.9,,14.7,17.6,11.8,19,1924-07-15,1924-07-01,7,1924-01-01
15901,0.8,,15.1,20.0,12.7,19,1924-07-16,1924-07-01,7,1924-01-01
15902,1.7,,15.4,20.7,11.7,19,1924-07-17,1924-07-01,7,1924-01-01
15903,0.0,,18.8,25.3,11.9,19,1924-07-18,1924-07-01,7,1924-01-01
15904,19.5,,20.1,27.0,15.4,19,1924-07-19,1924-07-01,7,1924-01-01
15905,0.9,,17.1,23.0,14.0,19,1924-07-20,1924-07-01,7,1924-01-01
15906,0.0,,16.4,20.8,12.1,19,1924-07-21,1924-07-01,7,1924-01-01
15907,0.0,,17.9,22.5,13.1,19,1924-07-22,1924-07-01,7,1924-01-01
15908,0.0,,19.4,25.4,12.9,19,1924-07-23,1924-07-01,7,1924-01-01
15909,17.8,,20.5,27.4,14.7,19,1924-07-24,1924-07-01,7,1924-01-01
15910,19.8,,16.4,19.8,15.3,19,1924-07-25,1924-07-01,7,1924-01-01
15911,2.6,,16.3,20.6,14.7,19,1924-07-26,1924-07-01,7,1924-01-01
15912,3.9,,17.7,21.2,14.0,19,1924-07-27,1924-07-01,7,1924-01-01
15913,0.0,,18.7,24.6,15.1,19,1924-07-28,1924-07-01,7,1924-01-01
15914,0.0,,16.9,21.9,14.7,19,1924-07-29,1924-07-01,7,1924-01-01
15915,0.0,,19.8,25.4,12.5,19,1924-07-30,1924-07-01,7,1924-01-01
15916,0.0,,22.8,29.1,15.8,19,1924-07-31,1924-07-01,7,1924-01-01
15917,0.4,,22.2,28.4,18.4,19,1924-08-01,1924-08-01,8,1924-01-01
15918,8.2,,19.3,22.7,16.5,19,1924-08-02,1924-08-01,8,1924-01-01
15919,10.2,,19.5,25.1,17.0,19,1924-08-03,1924-08-01,8,1924-01-01
15920,1.5,,18.5,21.0,17.0,19,1924-08-04,1924-08-01,8,1924-01-01
15921,2.4,,19.1,23.2,17.2,19,1924-08-05,1924-08-01,8,1924-01-01
15922,17.5,,19.6,24.2,15.6,19,1924-08-06,1924-08-01,8,1924-01-01
15923,0.0,,20.4,25.3,15.5,19,1924-08-07,1924-08-01,8,1924-01-01
15924,0.0,,21.8,27.0,16.1,19,1924-08-08,1924-08-01,8,1924-01-01
15925,0.0,,23.8,30.1,17.4,19,1924-08-09,1924-08-01,8,1924-01-01
15926,0.0,,22.9,29.1,16.9,19,1924-08-10,1924-08-01,8,1924-01-01
15927,0.0,,18.0,23.6,15.2,19,1924-08-11,1924-08-01,8,1924-01-01
15928,0.0,,17.6,23.4,11.6,19,1924-08-12,1924-08-01,8,1924-01-01
15929,0.0,,19.3,25.7,12.1,19,1924-08-13,1924-08-01,8,1924-01-01
15930,0.0,,20.7,26.6,14.1,19,1924-08-14,1924-08-01,8,1924-01-01
15931,0.0,,22.2,28.2,15.8,19,1924-08-15,1924-08-01,8,1924-01-01
15932,0.0,,21.0,27.6,15.8,19,1924-08-16,1924-08-01,8,1924-01-01
15933,0.0,,21.0,28.4,14.8,19,1924-08-17,1924-08-01,8,1924-01-01
15934,0.0,,22.1,28.9,17.2,19,1924-08-18,1924-08-01,8,1924-01-01
15935,0.0,,23.1,29.9,16.5,19,1924-08-19,1924-08-01,8,1924-01-01
15936,3.0,,22.9,29.4,18.6,19,1924-08-20,1924-08-01,8,1924-01-01
15937,4.9,,23.0,29.8,15.2,19,1924-08-21,1924-08-01,8,1924-01-01
15938,0.0,,15.5,24.6,13.1,19,1924-08-22,1924-08-01,8,1924-01-01
15939,1.0,,17.8,24.8,10.4,19,1924-08-23,1924-08-01,8,1924-01-01
15940,0.0,,18.0,22.3,15.4,19,1924-08-24,1924-08-01,8,1924-01-01
15941,2.4,,15.2,20.2,12.5,19,1924-08-25,1924-08-01,8,1924-01-01
15942,3.0,,14.6,18.5,12.0,19,1924-08-26,1924-08-01,8,1924-01-01
15943,1.7,,12.6,17.8,10.1,19,1924-08-27,1924-08-01,8,1924-01-01
15944,0.0,,14.1,19.3,8.5,19,1924-08-28,1924-08-01,8,1924-01-01
15945,0.0,,13.2,19.0,7.1,19,1924-08-29,1924-08-01,8,1924-01-01
15946,0.9,,13.5,18.8,8.7,19,1924-08-30,1924-08-01,8,1924-01-01
15947,2.7,,11.6,13.5,10.8,19,1924-08-31,1924-08-01,8,1924-01-01
15948,0.0,,13.7,19.3,6.5,19,1924-09-01,1924-09-01,9,1924-01-01
15949,8.8,,16.2,22.3,11.4,19,1924-09-02,1924-09-01,9,1924-01-01
15950,0.4,,17.7,23.2,14.0,19,1924-09-03,1924-09-01,9,1924-01-01
15951,0.0,,15.8,21.6,13.6,19,1924-09-04,1924-09-01,9,1924-01-01
15952,0.0,,15.7,22.1,10.7,19,1924-09-05,1924-09-01,9,1924-01-01
15953,0.0,,18.2,24.9,10.7,19,1924-09-06,1924-09-01,9,1924-01-01
15954,0.7,,18.5,25.7,14.7,19,1924-09-07,1924-09-01,9,1924-01-01
15955,0.0,,16.4,22.6,12.5,19,1924-09-08,1924-09-01,9,1924-01-01
15956,0.0,,16.3,23.9,10.5,19,1924-09-09,1924-09-01,9,1924-01-01
15957,0.6,,20.8,29.5,13.4,19,1924-09-10,1924-09-01,9,1924-01-01
15958,0.2,,15.9,21.1,12.9,19,1924-09-11,1924-09-01,9,1924-01-01
15959,0.0,,14.4,17.9,12.0,19,1924-09-12,1924-09-01,9,1924-01-01
