patcnty1,dsch_yr,disp1,Discharges
Inyo,2013,Died,39
Inyo,2013,Home Health Service,55
Inyo,2013,Left Against Medical Advice,10
Inyo,2013,Other,3
Inyo,2013,Other Care (not SN/IC) at another hospital,28
Inyo,2013,Other Care with the admitting hospital,4
Inyo,2013,Prison/Jail,4
Inyo,2013,Residential Care facility,5
Inyo,2013,Routine (Home),1078
Inyo,2013,SN/IC at another facility,128
Inyo,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,14
Inyo,2014,Acute Care at another hospital,30
Inyo,2014,Died,45
Inyo,2014,Home Health Service,67
Inyo,2014,Left Against Medical Advice,10
Inyo,2014,Other Care (not SN/IC) at another hospital,28
Inyo,2014,Other Care with the admitting hospital,3
Inyo,2014,Prison/Jail,1
Inyo,2014,Residential Care facility,3
Inyo,2014,Routine (Home),1219
Inyo,2014,SN/IC at another facility,126
Inyo,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,70
Inyo,2015,Acute Care,46
Inyo,2015,Childrens_or_Cancer,13
Inyo,2015,Critical Access Hospital,2
Inyo,2015,Died,45
Inyo,2015,Home Health Service,60
Inyo,2015,Hospice_Care,3
Inyo,2015,Left Against Medical Advice,13
Inyo,2015,Other,5
Inyo,2015,Prison/Jail,4
Inyo,2015,Psychiatric_Care,4
Inyo,2015,Rehab,8
Inyo,2015,Residential Care facility,6
Inyo,2015,Routine (Home),1263
Inyo,2015,Skilled Nursing/Intermediate Care (SN/IC),231
Inyo,2016,Acute Care,63
Inyo,2016,Childrens_or_Cancer,9
Inyo,2016,Critical Access Hospital,6
Inyo,2016,Died,46
Inyo,2016,Home Health Service,67
Inyo,2016,Hospice_Care,2
Inyo,2016,Left Against Medical Advice,9
Inyo,2016,Not_Defined_Elsewhere,4
Inyo,2016,Other,1
Inyo,2016,Psychiatric_Care,2
Inyo,2016,Rehab,9
Inyo,2016,Residential Care facility,14
Inyo,2016,Routine (Home),1125
Inyo,2016,Skilled Nursing/Intermediate Care (SN/IC),192
Inyo,2017,Acute Care,60
Inyo,2017,Childrens_or_Cancer,12
Inyo,2017,Critical Access Hospital,4
Inyo,2017,Died,65
Inyo,2017,Home Health Service,42
Inyo,2017,Hospice_Care,5
Inyo,2017,Left Against Medical Advice,10
Inyo,2017,Not_Defined_Elsewhere,2
Inyo,2017,Other,2
Inyo,2017,Psychiatric_Care,5
Inyo,2017,Rehab,15
Inyo,2017,Residential Care facility,9
Inyo,2017,Routine (Home),1291
Inyo,2017,Skilled Nursing/Intermediate Care (SN/IC),163
Inyo,2018,Acute Care,68
Inyo,2018,Childrens_or_Cancer,4
Inyo,2018,Critical Access Hospital,7
Inyo,2018,Died,33
Inyo,2018,Home Health Service,56
Inyo,2018,Hospice_Care,7
Inyo,2018,Left Against Medical Advice,19
Inyo,2018,Not_Defined_Elsewhere,11
Inyo,2018,Other,5
Inyo,2018,Prison/Jail,3
Inyo,2018,Psychiatric_Care,2
Inyo,2018,Rehab,17
Inyo,2018,Residential Care facility,10
Inyo,2018,Routine (Home),1207
Inyo,2018,Skilled Nursing/Intermediate Care (SN/IC),212
Kern,2012,Acute Care at another hospital,1822
Kern,2012,Acute Care within the admitting hospital,115
Kern,2012,Died,1513
Kern,2012,Home Health Service,4415
Kern,2012,Invalid,6
Kern,2012,Left Against Medical Advice,1208
Kern,2012,Other,178
Kern,2012,Other Care (not SN/IC) at another hospital,1620
Kern,2012,Other Care with the admitting hospital,142
Kern,2012,Prison/Jail,2232
Kern,2012,Residential Care facility,285
Kern,2012,Routine (Home),75107
Kern,2012,SN/IC at another facility,4990
Kern,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,151
Kern,2013,Acute Care at another hospital,1631
Kern,2013,Acute Care within the admitting hospital,114
Kern,2013,Died,1555
Kern,2013,Home Health Service,4354
Kern,2013,Invalid,10
Kern,2013,Left Against Medical Advice,1150
Kern,2013,Other,214
Kern,2013,Other Care (not SN/IC) at another hospital,1687
Kern,2013,Other Care with the admitting hospital,145
Kern,2013,Prison/Jail,1990
Kern,2013,Residential Care facility,262
Kern,2013,Routine (Home),72141
Kern,2013,SN/IC at another facility,4772
Kern,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,260
Kern,2014,Acute Care at another hospital,1833
Kern,2014,Acute Care within the admitting hospital,120
Kern,2014,Died,1544
Kern,2014,Home Health Service,4894
Kern,2014,Invalid,9
Kern,2014,Left Against Medical Advice,1204
Kern,2014,Other,250
Kern,2014,Other Care (not SN/IC) at another hospital,1741
Kern,2014,Other Care with the admitting hospital,187
Kern,2014,Prison/Jail,1969
Kern,2014,Residential Care facility,226
Kern,2014,Routine (Home),72048
Kern,2014,SN/IC at another facility,4947
Kern,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,327
Kern,2015,Acute Care,1596
Kern,2015,Childrens_or_Cancer,202
Kern,2015,Critical Access Hospital,29
Kern,2015,Died,1572
Kern,2015,Home Health Service,4896
Kern,2015,Hospice_Care,903
Kern,2015,Invalid or Blank,16
Kern,2015,Left Against Medical Advice,1344
Kern,2015,Not_Defined_Elsewhere,115
Kern,2015,Other,42
Kern,2015,Prison/Jail,1507
Kern,2015,Psychiatric_Care,130
Kern,2015,Rehab,1657
Kern,2015,Residential Care facility,224
Kern,2015,Routine (Home),70276
Kern,2015,Skilled Nursing/Intermediate Care (SN/IC),4681
Kern,2016,Acute Care,1690
Kern,2016,Childrens_or_Cancer,192
Kern,2016,Critical Access Hospital,20
Kern,2016,Died,1636
Kern,2016,Home Health Service,6200
Kern,2016,Hospice_Care,1020
Kern,2016,Invalid or Blank,8
Kern,2016,Left Against Medical Advice,1476
Kern,2016,Not_Defined_Elsewhere,183
Kern,2016,Other,31
Kern,2016,Prison/Jail,1208
Kern,2016,Psychiatric_Care,146
Kern,2016,Rehab,1765
Kern,2016,Residential Care facility,183
Kern,2016,Routine (Home),70712
Kern,2016,Skilled Nursing/Intermediate Care (SN/IC),4901
Kern,2017,Acute Care,1760
Kern,2017,Childrens_or_Cancer,175
Kern,2017,Critical Access Hospital,18
Kern,2017,Died,1808
Kern,2017,Home Health Service,5984
Kern,2017,Hospice_Care,945
Kern,2017,Invalid or Blank,9
Kern,2017,Left Against Medical Advice,1529
Kern,2017,Not_Defined_Elsewhere,166
Kern,2017,Other,8
Kern,2017,Prison/Jail,1051
Kern,2017,Psychiatric_Care,156
Kern,2017,Rehab,1753
Kern,2017,Residential Care facility,129
Kern,2017,Routine (Home),70303
Kern,2017,Skilled Nursing/Intermediate Care (SN/IC),5203
Kern,2018,Acute Care,1707
Kern,2018,Childrens_or_Cancer,103
Kern,2018,Critical Access Hospital,18
Kern,2018,Died,1740
Kern,2018,Home Health Service,6124
Kern,2018,Hospice_Care,968
Kern,2018,Invalid or Blank,6
Kern,2018,Left Against Medical Advice,1473
Kern,2018,Not_Defined_Elsewhere,145
Kern,2018,Other,12
Kern,2018,Prison/Jail,934
Kern,2018,Psychiatric_Care,131
Kern,2018,Rehab,1544
Kern,2018,Residential Care facility,115
Kern,2018,Routine (Home),66708
Kern,2018,Skilled Nursing/Intermediate Care (SN/IC),5402
Kings,2012,Acute Care at another hospital,348
Kings,2012,Acute Care within the admitting hospital,30
Kings,2012,Died,301
Kings,2012,Home Health Service,980
Kings,2012,Invalid,3
Kings,2012,Left Against Medical Advice,181
Kings,2012,Other,16
Kings,2012,Other Care (not SN/IC) at another hospital,126
Kings,2012,Other Care with the admitting hospital,56
Kings,2012,Prison/Jail,900
Kings,2012,Residential Care facility,49
Kings,2012,Routine (Home),11136
Kings,2012,SN/IC at another facility,655
Kings,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,39
Kings,2013,Acute Care at another hospital,345
Kings,2013,Acute Care within the admitting hospital,24
Kings,2013,Died,289
Kings,2013,Home Health Service,994
Kings,2013,Left Against Medical Advice,121
Kings,2013,Other,30
Kings,2013,Other Care (not SN/IC) at another hospital,120
Kings,2013,Other Care with the admitting hospital,59
Kings,2013,Prison/Jail,530
Kings,2013,Residential Care facility,33
Kings,2013,Routine (Home),10685
Kings,2013,SN/IC at another facility,680
Kings,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,63
Kings,2014,Acute Care at another hospital,306
Kings,2014,Acute Care within the admitting hospital,17
Kings,2014,Died,291
Kings,2014,Home Health Service,884
Kings,2014,Left Against Medical Advice,124
Kings,2014,Other,63
Kings,2014,Other Care (not SN/IC) at another hospital,103
Kings,2014,Other Care with the admitting hospital,68
Kings,2014,Prison/Jail,416
Kings,2014,Residential Care facility,21
Kings,2014,Routine (Home),10733
Kings,2014,SN/IC at another facility,626
Kings,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,36
Kings,2015,Acute Care,267
Kings,2015,Childrens_or_Cancer,125
Kings,2015,Died,265
Kings,2015,Home Health Service,1068
Kings,2015,Hospice_Care,97
Kings,2015,Invalid or Blank,3
Kings,2015,Left Against Medical Advice,151
Kings,2015,Not_Defined_Elsewhere,9
Kings,2015,Other,15
Kings,2015,Prison/Jail,157
Kings,2015,Psychiatric_Care,14
Kings,2015,Rehab,110
Kings,2015,Residential Care facility,18
Kings,2015,Routine (Home),10935
Kings,2015,Skilled Nursing/Intermediate Care (SN/IC),685
Kings,2016,Acute Care,272
Kings,2016,Childrens_or_Cancer,145
Kings,2016,Critical Access Hospital,4
Kings,2016,Died,257
Kings,2016,Home Health Service,1249
Kings,2016,Hospice_Care,107
Kings,2016,Invalid or Blank,6
Kings,2016,Left Against Medical Advice,172
Kings,2016,Not_Defined_Elsewhere,8
Kings,2016,Other,17
Kings,2016,Prison/Jail,265
Kings,2016,Psychiatric_Care,9
Kings,2016,Rehab,125
Kings,2016,Residential Care facility,19
Kings,2016,Routine (Home),10211
Kings,2016,Skilled Nursing/Intermediate Care (SN/IC),779
Kings,2017,Acute Care,317
Kings,2017,Childrens_or_Cancer,146
Kings,2017,Critical Access Hospital,8
Kings,2017,Died,299
Kings,2017,Home Health Service,1236
Kings,2017,Hospice_Care,99
Kings,2017,Invalid or Blank,2
Kings,2017,Left Against Medical Advice,177
Kings,2017,Not_Defined_Elsewhere,25
Kings,2017,Other,9
Kings,2017,Prison/Jail,594
Kings,2017,Psychiatric_Care,14
Kings,2017,Rehab,140
Kings,2017,Residential Care facility,27
Kings,2017,Routine (Home),10828
Kings,2017,Skilled Nursing/Intermediate Care (SN/IC),964
Kings,2018,Acute Care,290
Kings,2018,Childrens_or_Cancer,132
Kings,2018,Critical Access Hospital,8
Kings,2018,Died,257
Kings,2018,Home Health Service,1310
Kings,2018,Hospice_Care,112
Kings,2018,Left Against Medical Advice,153
Kings,2018,Not_Defined_Elsewhere,12
Kings,2018,Other,5
Kings,2018,Prison/Jail,503
Kings,2018,Psychiatric_Care,14
Kings,2018,Rehab,130
Kings,2018,Residential Care facility,22
Kings,2018,Routine (Home),9951
Kings,2018,Skilled Nursing/Intermediate Care (SN/IC),904
Lake,2012,Acute Care at another hospital,387
Lake,2012,Acute Care within the admitting hospital,13
Lake,2012,Died,211
Lake,2012,Home Health Service,1017
Lake,2012,Invalid,1
Lake,2012,Left Against Medical Advice,131
Lake,2012,Other,18
Lake,2012,Other Care (not SN/IC) at another hospital,54
Lake,2012,Other Care with the admitting hospital,65
Lake,2012,Prison/Jail,9
Lake,2012,Residential Care facility,43
Lake,2012,Routine (Home),6320
Lake,2012,SN/IC at another facility,704
Lake,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,121
Lake,2013,Acute Care at another hospital,394
Lake,2013,Acute Care within the admitting hospital,11
Lake,2013,Died,208
Lake,2013,Home Health Service,949
Lake,2013,Left Against Medical Advice,115
Lake,2013,Other,9
Lake,2013,Other Care (not SN/IC) at another hospital,70
Lake,2013,Other Care with the admitting hospital,42
Lake,2013,Prison/Jail,9
Lake,2013,Residential Care facility,44
Lake,2013,Routine (Home),6270
Lake,2013,SN/IC at another facility,790
Lake,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,78
Lake,2014,Acute Care at another hospital,331
Lake,2014,Acute Care within the admitting hospital,17
Lake,2014,Died,188
Lake,2014,Home Health Service,774
Lake,2014,Invalid,7
Lake,2014,Left Against Medical Advice,119
Lake,2014,Other,8
Lake,2014,Other Care (not SN/IC) at another hospital,71
Lake,2014,Other Care with the admitting hospital,40
Lake,2014,Prison/Jail,17
Lake,2014,Residential Care facility,45
Lake,2014,Routine (Home),5861
Lake,2014,SN/IC at another facility,839
Lake,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,57
Lake,2015,Acute Care,365
Lake,2015,Childrens_or_Cancer,15
Lake,2015,Critical Access Hospital,7
Lake,2015,Died,272
Lake,2015,Home Health Service,808
Lake,2015,Hospice_Care,94
Lake,2015,Invalid or Blank,2
Lake,2015,Left Against Medical Advice,97
Lake,2015,Not_Defined_Elsewhere,11
Lake,2015,Other,15
Lake,2015,Prison/Jail,8
Lake,2015,Psychiatric_Care,28
Lake,2015,Rehab,64
Lake,2015,Residential Care facility,12
Lake,2015,Routine (Home),5836
Lake,2015,Skilled Nursing/Intermediate Care (SN/IC),941
Lake,2016,Acute Care,400
Lake,2016,Childrens_or_Cancer,3
Lake,2016,Critical Access Hospital,5
Lake,2016,Died,243
Lake,2016,Home Health Service,853
Lake,2016,Hospice_Care,92
Lake,2016,Invalid or Blank,1
Lake,2016,Left Against Medical Advice,132
Lake,2016,Not_Defined_Elsewhere,11
Lake,2016,Other,6
Lake,2016,Prison/Jail,8
Lake,2016,Psychiatric_Care,30
Lake,2016,Rehab,72
Lake,2016,Residential Care facility,19
Lake,2016,Routine (Home),6109
Lake,2016,Skilled Nursing/Intermediate Care (SN/IC),865
Lake,2017,Acute Care,496
Lake,2017,Childrens_or_Cancer,3
Lake,2017,Critical Access Hospital,4
Lake,2017,Died,229
Lake,2017,Home Health Service,895
Lake,2017,Hospice_Care,134
Lake,2017,Left Against Medical Advice,157
Lake,2017,Not_Defined_Elsewhere,8
Lake,2017,Prison/Jail,9
Lake,2017,Psychiatric_Care,29
Lake,2017,Rehab,66
Lake,2017,Residential Care facility,14
Lake,2017,Routine (Home),6031
Lake,2017,Skilled Nursing/Intermediate Care (SN/IC),973
Lake,2018,Acute Care,448
Lake,2018,Childrens_or_Cancer,6
Lake,2018,Critical Access Hospital,6
Lake,2018,Died,241
Lake,2018,Home Health Service,907
Lake,2018,Hospice_Care,134
Lake,2018,Invalid or Blank,1
Lake,2018,Left Against Medical Advice,185
Lake,2018,Not_Defined_Elsewhere,9
Lake,2018,Prison/Jail,8
Lake,2018,Psychiatric_Care,23
Lake,2018,Rehab,69
Lake,2018,Residential Care facility,22
Lake,2018,Routine (Home),5933
Lake,2018,Skilled Nursing/Intermediate Care (SN/IC),916
Lassen,2012,Acute Care at another hospital,130
Lassen,2012,Acute Care within the admitting hospital,3
Lassen,2012,Died,39
Lassen,2012,Home Health Service,116
Lassen,2012,Left Against Medical Advice,13
Lassen,2012,Other,8
Lassen,2012,Other Care (not SN/IC) at another hospital,9
Lassen,2012,Other Care with the admitting hospital,3
Lassen,2012,Prison/Jail,50
Lassen,2012,Residential Care facility,3
Lassen,2012,Routine (Home),1523
Lassen,2012,SN/IC at another facility,125
Lassen,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,17
Lassen,2013,Acute Care at another hospital,115
Lassen,2013,Acute Care within the admitting hospital,4
Lassen,2013,Died,37
Lassen,2013,Home Health Service,110
Lassen,2013,Left Against Medical Advice,12
Lassen,2013,Other Care (not SN/IC) at another hospital,9
Lassen,2013,Other Care with the admitting hospital,6
Lassen,2013,Prison/Jail,66
Lassen,2013,Residential Care facility,5
Lassen,2013,Routine (Home),1438
Lassen,2013,SN/IC at another facility,153
Lassen,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,16
Lassen,2014,Acute Care at another hospital,114
Lassen,2014,Acute Care within the admitting hospital,2
Lassen,2014,Died,44
Lassen,2014,Home Health Service,85
Lassen,2014,Invalid,11
Lassen,2014,Left Against Medical Advice,8
Lassen,2014,Other,5
Lassen,2014,Other Care (not SN/IC) at another hospital,22
Lassen,2014,Other Care with the admitting hospital,8
Lassen,2014,Prison/Jail,51
Lassen,2014,Residential Care facility,3
Lassen,2014,Routine (Home),1550
Lassen,2014,SN/IC at another facility,126
Lassen,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,19
Lassen,2015,Acute Care,27
Lassen,2015,Childrens_or_Cancer,105
Lassen,2015,Died,40
Lassen,2015,Home Health Service,87
Lassen,2015,Hospice_Care,6
Lassen,2015,Left Against Medical Advice,77
Lassen,2015,Not_Defined_Elsewhere,2
Lassen,2015,Other,1
Lassen,2015,Prison/Jail,43
Lassen,2015,Psychiatric_Care,2
Lassen,2015,Rehab,10
Lassen,2015,Residential Care facility,4
Lassen,2015,Routine (Home),1493
Lassen,2015,Skilled Nursing/Intermediate Care (SN/IC),54
Lassen,2016,Acute Care,25
Lassen,2016,Childrens_or_Cancer,100
Lassen,2016,Critical Access Hospital,1
Lassen,2016,Died,49
Lassen,2016,Home Health Service,38
Lassen,2016,Hospice_Care,7
Lassen,2016,Left Against Medical Advice,79
Lassen,2016,Not_Defined_Elsewhere,4
Lassen,2016,Prison/Jail,59
Lassen,2016,Psychiatric_Care,7
Lassen,2016,Rehab,14
Lassen,2016,Residential Care facility,7
Lassen,2016,Routine (Home),1453
Lassen,2016,Skilled Nursing/Intermediate Care (SN/IC),67
Lassen,2017,Acute Care,29
Lassen,2017,Childrens_or_Cancer,70
Lassen,2017,Died,37
Lassen,2017,Home Health Service,46
Lassen,2017,Hospice_Care,6
Lassen,2017,Left Against Medical Advice,53
Lassen,2017,Not_Defined_Elsewhere,2
Lassen,2017,Prison/Jail,53
Lassen,2017,Psychiatric_Care,3
Lassen,2017,Rehab,15
Lassen,2017,Residential Care facility,2
Lassen,2017,Routine (Home),1387
Lassen,2017,Skilled Nursing/Intermediate Care (SN/IC),65
Lassen,2018,Acute Care,27
Lassen,2018,Childrens_or_Cancer,80
Lassen,2018,Critical Access Hospital,1
Lassen,2018,Died,41
Lassen,2018,Home Health Service,38
Lassen,2018,Hospice_Care,6
Lassen,2018,Invalid or Blank,1
Lassen,2018,Left Against Medical Advice,51
Lassen,2018,Not_Defined_Elsewhere,2
Lassen,2018,Other,1
Lassen,2018,Prison/Jail,67
Lassen,2018,Psychiatric_Care,3
Lassen,2018,Rehab,26
Lassen,2018,Residential Care facility,3
Lassen,2018,Routine (Home),1354
Lassen,2018,Skilled Nursing/Intermediate Care (SN/IC),51
Los Angeles,2012,Acute Care at another hospital,22709
Los Angeles,2012,Acute Care within the admitting hospital,3119
Los Angeles,2012,Died,20525
Los Angeles,2012,Home Health Service,89460
Los Angeles,2012,Invalid,73
Los Angeles,2012,Left Against Medical Advice,16452
Los Angeles,2012,Other,2225
Los Angeles,2012,Other Care (not SN/IC) at another hospital,8596
Los Angeles,2012,Other Care with the admitting hospital,8182
Los Angeles,2012,Prison/Jail,2797
Los Angeles,2012,Residential Care facility,10240
Los Angeles,2012,Routine (Home),799687
Los Angeles,2012,SN/IC at another facility,95649
Los Angeles,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,9512
Los Angeles,2013,Acute Care at another hospital,22341
Los Angeles,2013,Acute Care within the admitting hospital,2988
Los Angeles,2013,Died,20447
Los Angeles,2013,Home Health Service,89418
Los Angeles,2013,Invalid,122
Los Angeles,2013,Left Against Medical Advice,16070
Los Angeles,2013,Other,2021
Los Angeles,2013,Other Care (not SN/IC) at another hospital,8204
Los Angeles,2013,Other Care with the admitting hospital,7608
Los Angeles,2013,Prison/Jail,2547
Los Angeles,2013,Residential Care facility,8819
Los Angeles,2013,Routine (Home),765307
Los Angeles,2013,SN/IC at another facility,97364
Los Angeles,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,8290
Los Angeles,2014,Acute Care at another hospital,22130
Los Angeles,2014,Acute Care within the admitting hospital,2971
Los Angeles,2014,Died,19788
Los Angeles,2014,Home Health Service,91849
Los Angeles,2014,Invalid,147
Los Angeles,2014,Left Against Medical Advice,16372
Los Angeles,2014,Other,2265
Los Angeles,2014,Other Care (not SN/IC) at another hospital,8197
Los Angeles,2014,Other Care with the admitting hospital,8168
Los Angeles,2014,Prison/Jail,2725
Los Angeles,2014,Residential Care facility,7050
Los Angeles,2014,Routine (Home),762371
Los Angeles,2014,SN/IC at another facility,98495
Los Angeles,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,7711
Los Angeles,2015,Acute Care,26079
Los Angeles,2015,Childrens_or_Cancer,3171
Los Angeles,2015,Critical Access Hospital,78
Los Angeles,2015,Died,20794
Los Angeles,2015,Disaster_Care_Site,13
Los Angeles,2015,Home Health Service,93100
Los Angeles,2015,Hospice_Care,12210
Los Angeles,2015,Invalid or Blank,276
Los Angeles,2015,Left Against Medical Advice,23451
Los Angeles,2015,Not_Defined_Elsewhere,1635
Los Angeles,2015,Other,454
Los Angeles,2015,Prison/Jail,2336
Los Angeles,2015,Psychiatric_Care,3468
Los Angeles,2015,Rehab,9496
Los Angeles,2015,Residential Care facility,5296
Los Angeles,2015,Routine (Home),750517
Los Angeles,2015,Skilled Nursing/Intermediate Care (SN/IC),99235
Los Angeles,2016,Acute Care,26745
Los Angeles,2016,Childrens_or_Cancer,2530
Los Angeles,2016,Critical Access Hospital,104
Los Angeles,2016,Died,21530
Los Angeles,2016,Disaster_Care_Site,78
Los Angeles,2016,Home Health Service,98071
Los Angeles,2016,Hospice_Care,12295
Los Angeles,2016,Invalid or Blank,204
Los Angeles,2016,Left Against Medical Advice,23392
Los Angeles,2016,Not_Defined_Elsewhere,3236
Los Angeles,2016,Other,270
Los Angeles,2016,Prison/Jail,2786
Los Angeles,2016,Psychiatric_Care,3546
Los Angeles,2016,Rehab,9398
Los Angeles,2016,Residential Care facility,4637
Los Angeles,2016,Routine (Home),741385
Los Angeles,2016,Skilled Nursing/Intermediate Care (SN/IC),99303
Los Angeles,2017,Acute Care,27291
Los Angeles,2017,Childrens_or_Cancer,2257
Los Angeles,2017,Critical Access Hospital,115
Los Angeles,2017,Died,21383
Los Angeles,2017,Disaster_Care_Site,57
Los Angeles,2017,Home Health Service,106317
Los Angeles,2017,Hospice_Care,13180
Los Angeles,2017,Invalid or Blank,169
Los Angeles,2017,Left Against Medical Advice,23974
Los Angeles,2017,Not_Defined_Elsewhere,3400
Los Angeles,2017,Other,180
Los Angeles,2017,Prison/Jail,2648
Los Angeles,2017,Psychiatric_Care,3845
Los Angeles,2017,Rehab,10135
Los Angeles,2017,Residential Care facility,4532
Los Angeles,2017,Routine (Home),718823
Los Angeles,2017,Skilled Nursing/Intermediate Care (SN/IC),97371
Los Angeles,2018,Acute Care,27549
Los Angeles,2018,Childrens_or_Cancer,2174
Los Angeles,2018,Critical Access Hospital,67
Los Angeles,2018,Died,21654
Los Angeles,2018,Disaster_Care_Site,41
Los Angeles,2018,Home Health Service,107401
Los Angeles,2018,Hospice_Care,13145
Los Angeles,2018,Invalid or Blank,144
Los Angeles,2018,Left Against Medical Advice,24199
Los Angeles,2018,Not_Defined_Elsewhere,2986
Los Angeles,2018,Other,142
Los Angeles,2018,Prison/Jail,2607
Los Angeles,2018,Psychiatric_Care,3137
Los Angeles,2018,Rehab,11636
Los Angeles,2018,Residential Care facility,5058
Los Angeles,2018,Routine (Home),691752
Los Angeles,2018,Skilled Nursing/Intermediate Care (SN/IC),96810
Madera,2012,Acute Care at another hospital,329
Madera,2012,Acute Care within the admitting hospital,17
Madera,2012,Died,307
Madera,2012,Home Health Service,759
Madera,2012,Left Against Medical Advice,102
Madera,2012,Other,20
Madera,2012,Other Care (not SN/IC) at another hospital,179
Madera,2012,Other Care with the admitting hospital,56
Madera,2012,Prison/Jail,193
Madera,2012,Residential Care facility,36
Madera,2012,Routine (Home),11914
Madera,2012,SN/IC at another facility,945
Madera,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,18
Madera,2013,Acute Care at another hospital,352
Madera,2013,Acute Care within the admitting hospital,18
Madera,2013,Died,352
Madera,2013,Home Health Service,888
Madera,2013,Left Against Medical Advice,97
Madera,2013,Other,48
Madera,2013,Other Care (not SN/IC) at another hospital,186
Madera,2013,Other Care with the admitting hospital,50
Madera,2013,Prison/Jail,242
Madera,2013,Residential Care facility,44
Madera,2013,Routine (Home),11524
Madera,2013,SN/IC at another facility,961
Madera,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,24
Madera,2014,Acute Care at another hospital,352
Madera,2014,Acute Care within the admitting hospital,22
Madera,2014,Died,293
Madera,2014,Home Health Service,1163
Madera,2014,Left Against Medical Advice,116
Madera,2014,Other,35
Madera,2014,Other Care (not SN/IC) at another hospital,168
Madera,2014,Other Care with the admitting hospital,60
Madera,2014,Prison/Jail,250
Madera,2014,Residential Care facility,30
Madera,2014,Routine (Home),11233
Madera,2014,SN/IC at another facility,945
Madera,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,21
Madera,2015,Acute Care,347
Madera,2015,Childrens_or_Cancer,59
Madera,2015,Died,273
Madera,2015,Home Health Service,1598
Madera,2015,Hospice_Care,145
Madera,2015,Invalid or Blank,5
Madera,2015,Left Against Medical Advice,136
Madera,2015,Not_Defined_Elsewhere,18
Madera,2015,Other,16
Madera,2015,Prison/Jail,173
Madera,2015,Psychiatric_Care,13
Madera,2015,Rehab,177
Madera,2015,Residential Care facility,21
Madera,2015,Routine (Home),10778
Madera,2015,Skilled Nursing/Intermediate Care (SN/IC),1000
Madera,2016,Acute Care,292
Madera,2016,Childrens_or_Cancer,83
Madera,2016,Critical Access Hospital,3
Madera,2016,Died,330
Madera,2016,Disaster_Care_Site,1
Madera,2016,Home Health Service,1201
Madera,2016,Hospice_Care,131
Madera,2016,Invalid or Blank,1
Madera,2016,Left Against Medical Advice,135
Madera,2016,Not_Defined_Elsewhere,15
Madera,2016,Other,18
Madera,2016,Prison/Jail,226
Madera,2016,Psychiatric_Care,22
Madera,2016,Rehab,256
Madera,2016,Residential Care facility,21
Madera,2016,Routine (Home),11319
Madera,2016,Skilled Nursing/Intermediate Care (SN/IC),904
Madera,2017,Acute Care,318
Madera,2017,Childrens_or_Cancer,47
Madera,2017,Critical Access Hospital,9
Madera,2017,Died,311
Madera,2017,Home Health Service,1174
Madera,2017,Hospice_Care,163
Madera,2017,Left Against Medical Advice,182
Madera,2017,Not_Defined_Elsewhere,11
Madera,2017,Other,21
Madera,2017,Prison/Jail,237
Madera,2017,Psychiatric_Care,11
Madera,2017,Rehab,192
Madera,2017,Residential Care facility,18
Madera,2017,Routine (Home),10862
Madera,2017,Skilled Nursing/Intermediate Care (SN/IC),951
Madera,2018,Acute Care,378
Madera,2018,Childrens_or_Cancer,64
Madera,2018,Critical Access Hospital,8
Madera,2018,Died,317
Madera,2018,Home Health Service,1227
Madera,2018,Hospice_Care,145
Madera,2018,Left Against Medical Advice,179
Madera,2018,Not_Defined_Elsewhere,11
Madera,2018,Other,14
Madera,2018,Prison/Jail,211
Madera,2018,Psychiatric_Care,18
Madera,2018,Rehab,207
Madera,2018,Residential Care facility,23
Madera,2018,Routine (Home),10915
Madera,2018,Skilled Nursing/Intermediate Care (SN/IC),979
Marin,2012,Acute Care at another hospital,651
Marin,2012,Acute Care within the admitting hospital,35
Marin,2012,Died,440
Marin,2012,Home Health Service,2914
Marin,2012,Invalid,1
Marin,2012,Left Against Medical Advice,146
Marin,2012,Other,17
Marin,2012,Other Care (not SN/IC) at another hospital,210
Marin,2012,Other Care with the admitting hospital,117
Marin,2012,Prison/Jail,116
Marin,2012,Residential Care facility,214
